609,437
650,440
776,436
895,435
1000,436
1018,435
482,448
501,447
574,452
607,448
650,447
696,450
773,449
846,451
1068,448
818,465
921,480
908,459
918,476
1010,482
356,424
355,437
379,437
534,435
609,437
649,440
776,436
895,435
1000,436
1018,435
482,448
501,447
574,452
607,448
650,447
696,450
773,449
846,451
1068,448
818,465
921,480
908,459
918,476
1010,482
356,424
355,437
379,437
534,435
609,437
649,440
776,436
895,435
1000,436
1018,435
482,448
501,447
574,452
607,448
650,447
696,450
773,449
846,451
1068,448
818,465
921,480
908,459
918,476
1010,482
356,424
355,437
379,437
534,435
609,437
649,440
776,436
895,435
1000,436
1018,435
482,448
501,447
574,452
607,448
650,447
696,450
773,449
846,451
1068,448
818,465
921,480
908,459
918,476
1010,482
356,424
355,437
379,437
534,435
609,437
649,440
776,436
895,435
1000,436
1018,435
482,448
501,447
574,452
607,448
650,447
696,450
773,449
846,451
1068,448
818,465
921,480
908,459
918,476
1010,482
355,424
355,437
379,437
534,435
609,437
649,440
776,436
895,435
1000,436
1018,435
482,448
501,447
574,452
607,448
650,447
696,450
773,449
847,451
1068,448
818,465
921,480
908,458
918,476
1010,482
355,423
355,437
379,437
534,435
609,437
649,440
776,436
895,435
1000,436
1018,435
482,448
501,447
575,450
607,448
650,447
696,450
773,449
847,451
1068,448
818,465
921,480
908,458
918,476
1011,482
451,409
355,423
355,437
379,437
534,435
609,437
649,440
775,436
895,435
1000,436
1018,435
482,448
501,447
574,452
608,448
650,447
695,450
773,449
847,451
1068,448
818,465
921,480
907,458
917,476
1011,482
451,409
355,423
355,437
379,437
534,435
609,437
649,440
775,436
895,435
1000,436
1018,435
482,447
501,447
574,449
608,448
650,447
695,450
773,449
846,451
1069,448
818,465
921,480
908,459
918,476
1010,482
452,409
355,423
355,437
379,437
409,435
534,435
609,438
649,440
775,436
895,435
1001,436
482,447
501,447
574,452
608,448
650,447
695,450
773,449
846,451
1069,448
818,465
908,459
918,476
1010,482
451,409
355,423
355,437
379,437
408,435
534,435
609,438
649,440
775,436
895,435
1001,436
482,447
501,447
573,452
608,447
650,447
695,450
773,449
846,451
1069,448
818,465
908,459
918,476
1010,482
452,409
355,423
355,437
379,437
409,435
534,435
609,438
649,440
775,436
895,435
1001,436
482,448
501,447
573,452
608,447
650,447
695,450
773,449
846,451
1069,448
818,465
921,479
908,459
918,476
1010,482
452,409
355,423
355,437
379,437
408,435
534,435
609,438
649,440
895,435
1001,436
482,448
501,447
573,452
608,447
650,447
695,450
773,449
846,451
1069,448
817,465
921,479
908,459
918,476
1010,482
452,409
356,423
355,437
379,437
534,435
609,438
649,440
895,435
1001,436
501,447
573,452
608,447
650,447
695,450
773,449
846,451
1069,448
818,465
921,479
908,459
918,476
1010,482
452,409
356,423
355,437
379,437
534,435
609,438
649,440
895,435
1001,436
482,448
501,447
573,452
608,447
650,447
695,450
773,449
846,451
1069,448
818,465
921,479
908,459
918,476
1010,482
452,409
356,423
355,437
379,437
534,435
609,438
649,440
895,435
1001,436
482,448
501,447
573,452
608,447
650,447
695,450
773,449
846,451
1069,448
818,465
921,479
908,459
918,476
1009,482
452,409
356,423
334,434
355,437
379,437
534,435
609,438
649,440
895,435
1001,436
501,447
573,452
608,448
650,447
695,450
773,449
846,451
1069,448
817,465
908,459
918,476
1009,482
452,409
356,423
355,437
379,437
534,435
609,438
649,440
895,435
1001,436
500,447
574,452
608,448
650,447
695,450
773,449
846,451
1069,448
817,465
908,460
918,476
1009,482
452,409
356,423
355,437
379,437
534,435
609,438
649,440
895,435
1001,436
500,447
574,452
608,448
650,447
695,450
773,449
846,451
1069,448
817,465
908,459
918,476
1009,482
452,409
356,423
355,437
379,438
609,438
649,440
895,435
1001,436
500,447
574,452
608,448
650,447
695,450
773,449
846,451
1069,448
817,465
908,459
918,476
1009,482
452,409
356,423
355,437
379,438
609,438
649,440
895,435
1001,436
500,447
574,452
608,448
650,447
695,450
773,449
846,451
1069,448
817,465
908,459
918,476
1009,482
452,409
356,423
355,437
379,438
609,438
649,440
895,435
1001,436
500,447
574,452
608,448
650,447
695,450
773,449
846,451
1069,448
817,465
908,459
917,476
1010,482
356,424
355,437
379,437
534,435
609,437
650,440
776,436
895,435
1000,436
1018,435
482,448
501,447
574,452
607,448
650,447
696,450
773,449
846,451
1068,448
818,465
921,480
908,459
918,476
1010,482
356,424
355,437
379,437
534,435
609,437
649,440
776,436
895,435
1000,436
1018,435
482,448
501,447
574,452
607,448
650,447
696,450
773,449
846,451
1068,448
818,465
921,480
908,459
918,476
1010,482
356,424
355,437
379,437
534,435
609,437
649,440
776,436
895,435
1000,436
1018,435
482,448
501,447
574,452
607,448
650,447
696,450
773,449
846,451
1068,448
818,465
921,480
908,459
918,476
1010,482
356,424
355,437
379,437
534,435
609,437
649,440
776,436
895,435
1000,436
1018,435
482,448
501,447
574,452
607,448
650,447
696,450
773,449
846,451
1068,448
818,465
921,480
908,459
918,476
1010,482
356,424
355,437
379,437
534,435
609,437
649,440
776,436
895,435
1000,436
1018,435
482,448
501,447
574,452
607,448
650,447
696,450
773,449
846,451
1068,448
818,465
921,480
908,459
918,476
1010,482
355,424
355,437
379,437
534,435
609,437
649,440
776,436
895,435
1000,436
1018,435
482,448
501,447
574,452
607,448
650,447
696,450
773,449
847,451
1068,448
818,465
921,480
908,458
918,476
1010,482
355,423
355,437
379,437
534,435
609,437
649,440
776,436
895,435
1000,436
1018,435
482,448
501,447
575,450
607,448
650,447
696,450
773,449
847,451
1068,448
818,465
921,480
908,458
918,476
1011,482
451,409
355,423
355,437
379,437
534,435
609,437
649,440
775,436
895,435
1000,436
1018,435
482,448
501,447
574,452
608,448
650,447
695,450
773,449
847,451
1068,448
818,465
921,480
907,458
917,476
1011,482
451,409
355,423
355,437
379,437
534,435
609,437
649,440
775,436
895,435
1000,436
1018,435
482,447
501,447
574,449
608,448
650,447
695,450
773,449
846,451
1069,448
818,465
921,480
908,459
918,476
1010,482
452,409
355,423
355,437
379,437
409,435
534,435
609,438
649,440
775,436
895,435
1001,436
482,447
501,447
574,452
608,448
650,447
695,450
773,449
846,451
1069,448
818,465
908,459
918,476
1010,482
451,409
355,423
355,437
379,437
408,435
534,435
609,438
649,440
775,436
895,435
1001,436
482,447
501,447
573,452
608,447
650,447
695,450
773,449
846,451
1069,448
818,465
908,459
918,476
1010,482
452,409
355,423
355,437
379,437
409,435
534,435
609,438
649,440
775,436
895,435
1001,436
482,448
501,447
573,452
608,447
650,447
695,450
773,449
846,451
1069,448
818,465
921,479
908,459
918,476
1010,482
452,409
355,423
355,437
379,437
408,435
534,435
609,438
649,440
895,435
1001,436
482,448
501,447
573,452
608,447
650,447
695,450
773,449
846,451
1069,448
817,465
921,479
908,459
918,476
1010,482
452,409
356,423
355,437
379,437
534,435
609,438
649,440
895,435
1001,436
501,447
573,452
608,447
650,447
695,450
773,449
846,451
1069,448
818,465
921,479
908,459
918,476
1010,482
452,409
356,423
355,437
379,437
534,435
609,438
649,440
895,435
1001,436
482,448
501,447
573,452
608,447
650,447
695,450
773,449
846,451
1069,448
818,465
921,479
908,459
918,476
1010,482
452,409
356,423
355,437
379,437
534,435
609,438
649,440
895,435
1001,436
482,448
501,447
573,452
608,447
650,447
695,450
773,449
846,451
1069,448
818,465
921,479
908,459
918,476
1009,482
452,409
356,423
334,434
355,437
379,437
534,435
609,438
649,440
895,435
1001,436
501,447
573,452
608,448
650,447
695,450
773,449
846,451
1069,448
817,465
908,459
918,476
1009,482
452,409
356,423
355,437
379,437
534,435
609,438
649,440
895,435
1001,436
500,447
574,452
608,448
650,447
695,450
773,449
846,451
1069,448
817,465
908,460
918,476
1009,482
452,409
356,423
355,437
379,437
534,435
609,438
649,440
895,435
1001,436
500,447
574,452
608,448
650,447
695,450
773,449
846,451
1069,448
817,465
908,459
918,476
1009,482
452,409
356,423
355,437
379,438
609,438
649,440
895,435
1001,436
500,447
574,452
608,448
650,447
695,450
773,449
846,451
1069,448
817,465
908,459
918,476
1009,482
452,409
356,423
355,437
379,438
609,438
649,440
895,435
1001,436
500,447
574,452
608,448
650,447
695,450
773,449
846,451
1069,448
817,465
908,459
918,476
1009,482
452,409
356,423
355,437
379,438
609,438
649,440
895,435
1001,436
500,447
574,452
608,448
650,447
695,450
773,449
846,451
1069,448
817,465
908,459
918,476
1009,482
452,409
356,423
355,437
379,438
609,438
649,440
895,435
1001,436
500,447
574,452
608,448
650,447
695,450
773,449
846,451
1069,448
817,465
908,459
918,476
1009,482
452,409
356,423
355,437
379,438
609,438
649,440
895,435
1001,436
500,447
574,452
608,448
650,447
695,450
773,449
846,451
1069,448
817,465
908,459
918,476
1009,482
452,409
356,423
355,437
379,438
609,438
649,440
895,435
1001,436
500,447
574,452
608,448
650,447
695,450
773,449
846,451
1069,448
817,465
908,459
918,476
1009,482
452,409
356,423
355,437
379,438
609,438
649,440
895,435
1001,436
500,447
574,452
608,448
650,447
695,450
773,449
846,451
1069,448
817,465
908,459
918,476
1009,482
452,409
356,423
355,437
379,438
609,438
649,440
895,435
1001,436
500,447
574,452
608,448
650,447
695,450
773,449
846,451
1069,448
817,465
908,459
918,476
1009,482
452,409
356,423
355,437
379,438
534,435
609,438
649,440
776,436
895,435
1001,436
500,447
574,452
608,448
650,447
695,450
773,449
846,451
1069,448
817,465
908,459
918,476
1009,482
452,409
356,423
355,437
379,438
534,435
609,438
649,440
776,436
895,435
1001,436
500,447
573,452
608,448
650,447
695,450
773,449
846,451
1069,448
817,465
908,459
918,476
1009,482
452,409
356,423
355,437
379,438
534,435
609,438
649,440
776,436
895,435
1001,436
500,447
574,452
608,448
650,447
695,450
773,449
846,451
1069,448
817,465
908,459
917,476
1009,482
452,409
356,424
334,434
355,437
379,437
534,435
609,438
649,440
775,436
895,435
1001,436
501,447
574,452
608,447
650,447
695,450
773,449
846,451
1069,448
818,465
907,459
917,476
1010,483
452,409
356,423
334,434
355,437
379,437
534,435
609,438
649,440
775,436
895,435
1001,436
501,447
574,452
608,448
650,447
695,450
772,449
846,451
1069,448
818,465
920,480
907,460
917,476
1010,483
452,409
356,423
334,434
354,437
379,437
609,438
649,440
775,435
895,435
1001,436
501,447
574,452
608,448
650,447
695,450
846,451
1068,448
773,462
818,465
920,480
907,460
917,476
1009,483
452,409
355,423
334,434
354,437
379,438
609,438
649,440
775,435
895,435
1001,436
501,447
574,452
608,448
649,447
695,451
846,451
1069,449
772,461
818,465
920,480
907,460
917,476
1009,483
452,409
356,423
334,434
354,437
379,437
609,438
649,440
775,435
895,435
1001,436
501,447
574,452
608,448
649,447
695,450
846,451
1069,448
772,461
818,465
920,480
907,460
917,476
1009,483
452,409
356,423
334,434
355,437
379,437
609,438
649,440
775,435
895,435
1001,436
501,447
574,452
608,448
649,447
695,450
846,451
1069,448
772,461
818,465
920,480
907,460
917,476
1009,483
452,409
356,423
334,434
354,437
379,437
609,438
649,440
775,435
895,435
1001,436
501,447
574,452
608,448
649,447
695,451
846,451
1069,449
772,462
818,465
920,480
908,459
917,476
1010,482
356,424
355,437
379,437
534,435
609,437
650,440
776,436
895,435
1000,436
1018,435
482,448
501,447
574,452
607,448
650,447
696,450
773,449
846,451
1068,448
818,465
921,480
908,459
918,476
1010,482
356,424
355,437
379,437
534,435
609,437
649,440
776,436
895,435
1000,436
1018,435
482,448
501,447
574,452
607,448
650,447
696,450
773,449
846,451
1068,448
818,465
921,480
908,459
918,476
1010,482
356,424
355,437
379,437
534,435
609,437
649,440
776,436
895,435
1000,436
1018,435
482,448
501,447
574,452
607,448
650,447
696,450
773,449
846,451
1068,448
818,465
921,480
908,459
918,476
1010,482
356,424
355,437
379,437
534,435
609,437
649,440
776,436
895,435
1000,436
1018,435
482,448
501,447
574,452
607,448
650,447
696,450
773,449
846,451
1068,448
818,465
921,480
908,459
918,476
1010,482
356,424
355,437
379,437
534,435
609,437
649,440
776,436
895,435
1000,436
1018,435
482,448
501,447
574,452
607,448
650,447
696,450
773,449
846,451
1068,448
818,465
921,480
908,459
918,476
1010,482
355,424
355,437
379,437
534,435
609,437
649,440
776,436
895,435
1000,436
1018,435
482,448
501,447
574,452
607,448
650,447
696,450
773,449
847,451
1068,448
818,465
921,480
908,458
918,476
1010,482
355,423
355,437
379,437
534,435
609,437
649,440
776,436
895,435
1000,436
1018,435
482,448
501,447
575,450
607,448
650,447
696,450
773,449
847,451
1068,448
818,465
921,480
908,458
918,476
1011,482
451,409
355,423
355,437
379,437
534,435
609,437
649,440
775,436
895,435
1000,436
1018,435
482,448
501,447
574,452
608,448
650,447
695,450
773,449
847,451
1068,448
818,465
921,480
907,458
917,476
1011,482
451,409
355,423
355,437
379,437
534,435
609,437
649,440
775,436
895,435
1000,436
1018,435
482,447
501,447
574,449
608,448
650,447
695,450
773,449
846,451
1069,448
818,465
921,480
908,459
918,476
1010,482
452,409
355,423
355,437
379,437
409,435
534,435
609,438
649,440
775,436
895,435
1001,436
482,447
501,447
574,452
608,448
650,447
695,450
773,449
846,451
1069,448
818,465
908,459
918,476
1010,482
451,409
355,423
355,437
379,437
408,435
534,435
609,438
649,440
775,436
895,435
1001,436
482,447
501,447
573,452
608,447
650,447
695,450
773,449
846,451
1069,448
818,465
908,459
918,476
1010,482
452,409
355,423
355,437
379,437
409,435
534,435
609,438
649,440
775,436
895,435
1001,436
482,448
501,447
573,452
608,447
650,447
695,450
773,449
846,451
1069,448
818,465
921,479
908,459
918,476
1010,482
452,409
355,423
355,437
379,437
408,435
534,435
609,438
649,440
895,435
1001,436
482,448
501,447
573,452
608,447
650,447
695,450
773,449
846,451
1069,448
817,465
921,479
908,459
918,476
1010,482
452,409
356,423
355,437
379,437
534,435
609,438
649,440
895,435
1001,436
501,447
573,452
608,447
650,447
695,450
773,449
846,451
1069,448
818,465
921,479
908,459
918,476
1010,482
452,409
356,423
355,437
379,437
534,435
609,438
649,440
895,435
1001,436
482,448
501,447
573,452
608,447
650,447
695,450
773,449
846,451
1069,448
818,465
921,479
908,459
918,476
1010,482
452,409
356,423
355,437
379,437
534,435
609,438
649,440
895,435
1001,436
482,448
501,447
573,452
608,447
650,447
695,450
773,449
846,451
1069,448
818,465
921,479
908,459
918,476
1009,482
452,409
356,423
334,434
355,437
379,437
534,435
609,438
649,440
895,435
1001,436
501,447
573,452
608,448
650,447
695,450
773,449
846,451
1069,448
817,465
908,459
918,476
1009,482
452,409
356,423
355,437
379,437
534,435
609,438
649,440
895,435
1001,436
500,447
574,452
608,448
650,447
695,450
773,449
846,451
1069,448
817,465
908,460
918,476
1009,482
452,409
356,423
355,437
379,437
534,435
609,438
649,440
895,435
1001,436
500,447
574,452
608,448
650,447
695,450
773,449
846,451
1069,448
817,465
908,459
918,476
1009,482
452,409
356,423
355,437
379,438
609,438
649,440
895,435
1001,436
500,447
574,452
608,448
650,447
695,450
773,449
846,451
1069,448
817,465
908,459
918,476
1009,482
452,409
356,423
355,437
379,438
609,438
649,440
895,435
1001,436
500,447
574,452
608,448
650,447
695,450
773,449
846,451
1069,448
817,465
908,459
918,476
1009,482
452,409
356,423
355,437
379,438
609,438
649,440
895,435
1001,436
500,447
574,452
608,448
650,447
695,450
773,449
846,451
1069,448
817,465
908,459
918,476
1009,482
452,409
356,423
355,437
379,438
609,438
649,440
895,435
1001,436
500,447
574,452
608,448
650,447
695,450
773,449
846,451
1069,448
817,465
908,459
918,476
1009,482
452,409
356,423
355,437
379,438
609,438
649,440
895,435
1001,436
500,447
574,452
608,448
650,447
695,450
773,449
846,451
1069,448
817,465
908,459
918,476
1009,482
452,409
356,423
355,437
379,438
609,438
649,440
895,435
1001,436
500,447
574,452
608,448
650,447
695,450
773,449
846,451
1069,448
817,465
908,459
918,476
1009,482
452,409
356,423
355,437
379,438
609,438
649,440
895,435
1001,436
500,447
574,452
608,448
650,447
695,450
773,449
846,451
1069,448
817,465
908,459
918,476
1009,482
452,409
356,423
355,437
379,438
609,438
649,440
895,435
1001,436
500,447
574,452
608,448
650,447
695,450
773,449
846,451
1069,448
817,465
908,459
918,476
1009,482
452,409
356,423
355,437
379,438
534,435
609,438
649,440
776,436
895,435
1001,436
500,447
574,452
608,448
650,447
695,450
773,449
846,451
1069,448
817,465
908,459
918,476
1009,482
452,409
356,423
355,437
379,438
534,435
609,438
649,440
776,436
895,435
1001,436
500,447
573,452
608,448
650,447
695,450
773,449
846,451
1069,448
817,465
